week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
33rd week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,9,1,12,8,2019,27.25264095,82.86964796,0.782435654,,300.79
33rd week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,5,1,14,8,2019,30.5,78.666667,1.486027581,23,286.252
33rd week,West Bengal,Murshidabad,Dengue,17,,16,8,2019,24.1745993,88.2721335,0.741628104,8,304.38
33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,35,,15,8,2019,23.3291882,86.3672378,0.581780003,7,302.21
33rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,61,,5,8,2019,20.9727404,80.69155548,1.108574475,,
33rd week,Tamil Nadu,Madurai,Chikungunya,32,,7,8,2019,9.9261153,78.1140983,0.004243494,4,316.54
33rd week,Arunachal Pradesh,East Siang,Dengue,158,,22,6,2019,28.3,95.15,1.698544596,13,287.64
33rd week,Arunachal Pradesh,East Siang,Chikungunya,77,,7,7,2019,28.3,95.15,1.589279616,5,294.02
34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,24,,25,8,2019,27.3,93.05,1.301433854,49,291.0933334
34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,21,1,25,8,2019,27.3,93.05,1.301433854,49,291.0933334
34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,17,,21,8,2019,22.0090841,82.578896,0.76645467,,300.88
34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,11,,16,8,2019,22.0059254,81.2332055,1.24555065,11,301.22
34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,9,,21,8,2019,22.0059254,81.2332055,0.517256696,,299.6333334
34th week,Gujarat,Anand,Acute Diarrhoeal Disease,40,,19,8,2019,22.5584995,72.9625629,0.808818476,5,301.3
34th week,Gujarat,Surat,Acute Diarrhoeal Disease,43,,19,8,2019,21.19177615,72.95441578,0.371420419,7,298.34
34th week,Karnataka,Chikkaballapur,Dengue,40,1,16,8,2019,13.6102243,77.5127721,0.324720394,7,302.56
34th week,Kerala,Ernakulam,Dengue,15,,19,8,2019,9.98408,76.2741457,1.541419047,6,298.74
34th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,84,,18,8,2019,20.0967555,79.50454752,0.546220957,11,300.59
34th week,Maharashtra,Kolhapur,Dengue,2,1,18,8,2019,16.7028412,74.2405329,0.167774259,6,296.84
34th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,221,,21,8,2019,23.9342963,76.14523314,3.024033542,,300.07
34th week,Madhya Pradesh,Morena,Malaria,15,,22,8,2019,26.166667,77.5,0.837839997,14,301.1133334
34th week,Odisha,Dhenkanal,Cholera,15,,18,8,2019,20.75,85.5,1.545526329,15,300.48
34th week,Odisha,Balasore,Acute Diarrhoeal Disease,8,,18,8,2019,21.5002888,86.9202627,1.528313406,7,302.86
34th week,Odisha,Balasore,Acute Diarrhoeal Disease,10,,20,8,2019,21.5002888,86.9202627,5.204331522,,300.71
34th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,43,,22,8,2019,30.6466737,76.3887563,1.993092932,29,299.955
34th week,Telangana,Mahabubnagar,Dengue And Chikungunya,32,,21,8,2019,16.69656855,77.95911462,0.148236682,,304.16
34th week,Uttarakhand,Rudraprayag,Dengue,20,,20,8,2019,30.3009965,79.06287965,2.366893812,,280.18
34th week,Bihar,Nalanda,Acute Diarrhoeal Disease,33,,13,7,2019,25.1364914,85.44365465,1.644256935,9,
34th week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,18,,13,8,2019,25.12635425,85.81510621,0.647809689,,300.436
34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,39,,13,8,2019,22.0090841,82.578896,1.433943517,,297.75
34th week,Maharashtra,Chandrapur,Malaria,83,,12,8,2019,20.0967555,79.50454752,0.764216675,,300.04
34th week,Maharashtra,Satara,Dengue,15,,10,8,2019,17.63612885,74.29827808,2.153167766,3,
34th week,West Bengal,Purba Medinipur,Dengue,428,,12,8,2019,22.06217445,87.83672383,0.68765658,,304.09
34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,87,,12,8,2019,31.6723392,76.95331691,1.048003082,,297.624
34th week,West Bengal,Murshidabad,Dengue,480,,16,8,2019,24.1745993,88.2721335,0.741628104,8,304.38
35th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,7,,28,8,2019,26.4365974,92.0342718,0.679440462,,300.4466666
35th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,42,,27,8,2019,31.6723392,76.95331691,0.956578131,38,297.88
35th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,8,,26,8,2019,13.6102243,77.5127721,0.255550973,7,
35th week,Karnataka,Kalaburagi,Chikungunya,28,,26,9,2018,17.166667,77.083333,0.127335655,16,306.0466666
35th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,87,,26,8,2019,12.7252766,77.2804797,0.264709671,8,
35th week,Maharashtra,Ahmednagar,Dengue,40,,26,8,2019,19.1627725,74.8580243,0.101115058,8,309.1333334
35th week,Maharashtra,Kolhapur,Dengue,5,1,25,8,2019,16.7028412,74.2405329,0.261170556,11,304.0933334
35th week,Maharashtra,Kolhapur,Malaria,3,,29,8,2019,16.7028412,74.2405329,0.218334646,,304.21
35th week,Maharashtra,Nagpur,Dengue,23,1,28,8,2019,21.1498134,79.0820556,1.381845331,,
35th week,Odisha,Mayurbhanj,Cholera,13,,24,8,2019,21.75,86.5,3.454880071,7,300.6866666
35th week,Odisha,Mayurbhanj,Cholera,16,,25,8,2019,21.75,86.5,0.789748188,7,300.6866666
35th week,Punjab,Hoshiarpur,Cholera,72,,28,8,2019,31.60857425,75.84644247,0.159055079,,303.22
35th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,14,,30,8,2019,9.4477045,77.8000434,0.250501148,4,317.42
35th week,Telangana,Adilabad,Acute Diarrhoeal Disease,51,,29,8,2019,19.5,78.5,1.224324813,,304.52
35th week,Tripura,Gomati,Acute Diarrhoeal Disease,22,,25,8,2019,23.4613369,91.60718004,0.413409511,28,
35th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,47,,1,9,2019,22.2788943,87.92227864,0.431657762,5,302.62
35th week,Assam,Sonitpur (Tezpur),Dengue,8,,12,7,2019,26.6265106,92.8002917,4.013340576,,
35th week,Bihar,Muzaffarpur,Dengue,10,,22,7,2019,26.1486581,85.34001282,0.425502498,4,305.92
35th week,Bihar,Siwan,Acute Diarrhoeal Disease,9,3,23,8,2019,26.1310043,84.39125661,1.024802009,15,301.965
35th week,Karnataka,Belagavi,Dengue,14,,12,8,2019,15.8572666,74.5069343,2.487819,,294.96
35th week,Karnataka,Haveri,Dengue,63,,8,7,2019,14.7874825,75.3996731,0.976188257,4,299.41
35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,54,,15,7,2019,14.7874825,75.3996731,1.070520527,8,
35th week,Karnataka,Tumkur,Suspected Dengue,21,1,17,8,2019,13.3400771,77.1006208,0.429035856,8,
35th week,Maharashtra,Ahmednagar,Dengue,32,,20,8,2019,19.1627725,74.8580243,0.17914029,,309.24
35th week,Maharashtra,Palghar,Dengue,143,,11,8,2019,19.684661,72.82491116,2.091814934,1,
35th week,Maharashtra,Wardha,Acute Encephalitis Syndrome,9,1,16,8,2019,20.82562315,78.6131455,1.531770939,11,297.32
35th week,Telangana,Mahaboobnagar,Dengue,32,,21,8,2019,17.720535,79.627202,0.409880007,,303.2133334
35th week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,17,,20,8,2019,27.1096669,81.91832912,0.698018196,,301.2933334
35th week,Uttar Pradesh,Sitapur,Malaria,344,,29,7,2019,27.5046392,80.82946583,0.967236315,7,
35th week,West Bengal,Purba Medinipur,Dengue,464,,12,8,2019,22.06217445,87.83672383,0.68765658,,304.09
36th week,Assam,Marigaon,Acute Diarrhoeal Disease,16,,30,8,2019,26.290712,92.29221257,0.418375585,24,302.728
36th week,Assam,Tinsukia,Cholera,5,,2,9,2019,27.52016575,95.53063473,0.302422508,35,303.0666666
36th week,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,37,,1,9,2019,33,75.166667,0.287338127,22,296.66
36th week,Jharkhand,West Singhbhum,Malaria,74,,3,9,2019,22.7859232,86.1716093,0.475625369,11,303.77
36th week,Karnataka,Kalaburagi,Malaria,25,,6,9,2019,17.166667,77.083333,1.46062352,,
36th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,19,,4,9,2019,24.6185442,77.8788306,0.693974775,17,299.48
36th week,Odisha,Khurda,Acute Diarrhoeal Disease,16,1,31,8,2019,20.1540594,85.7086509,1.355970819,7,300.8
36th week,Puducherry,Puducherry,Dengue,32,,2,9,2019,11.9340568,79.8306447,0.144279803,13,309.95
36th week,West Bengal,Medinipur West,Acute Diarrhoeal Disease,53,1,1,9,2019,22.4221814,87.3221281,0.515884863,9,302.3
36th week,Chhattisgarh,Bastar,Dengue,74,,7,8,2019,19.11912825,81.82918649,1.938439867,6,
36th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,15,,6,8,2019,20.7084545,81.5481305,0.850714759,10,
36th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,122,,27,8,2019,32.166667,76.25,0.461887375,33,299.204
36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,13,,25,8,2019,23.3700501,85.3250387,1.417752193,11,
36th week,Maharashtra,Satara,Dengue,6,,30,7,2019,17.63612885,74.29827808,0.415639039,2,
36th week,Maharashtra,Thane,Dengue,61,4,20,7,2019,19.1943294,72.9701779,0.385597287,,300.315
36th week,Maharashtra,Thane,Dengue,4,1,16,8,2019,19.1943294,72.9701779,1.141720103,9,
36th week,Maharashtra,Thane,Malaria,7,1,21,8,2019,19.1943294,72.9701779,0.401106022,,299.1333334
36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,65,,28,8,2019,20.7502257,83.2499464,0.681934333,,300.96
36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,19,,28,8,2019,20.7502257,83.2499464,0.681934333,,300.96
36th week,Uttar Pradesh,Budaun,Malaria,360,,24,8,2019,28.06831165,79.04607312,0.870841992,15,301.665
36th week,Uttar Pradesh,Jalaun,Dengue,5,,23,8,2019,26.105546,79.42765265,0.724394438,16,302.43
36th week,Uttar Pradesh,Kannauj,Acute Diarrhoeal Disease,75,,28,8,2019,26.9996974,79.68861213,0.869751611,,300.21
37th week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,55,,12,9,2019,27.28636665,93.6187716,1.875597442,3,
37th week,Arunachal Pradesh,Upper Subansiri,Acute Diarrhoeal Disease,27,,10,9,2019,28.3,94,1.166137081,2,277.88
37th week,Haryana,Panchkula,Cholera,108,,10,9,2019,30.7137692,76.868276,0.442985626,23,300.276
37th week,Jharkhand,Deoghar,Acute Diarrhoeal Disease,19,,10,9,2019,24.4766423,86.60673245,0.382680352,14,299.8
37th week,Karnataka,Dharwad,Dengue,6,,9,9,2019,15.4540505,75.0066516,0.947968113,6,
37th week,Karnataka,Kalaburagi,Chikungunya,23,,11,9,2019,17.166667,77.083333,0.411296074,8,
37th week,Maharashtra,Parbhani,Dengue,32,1,7,9,2019,19.29031365,76.60290343,0.904093517,9,
37th week,Maharashtra,Sindhudurg,Dengue,8,,5,9,2019,16.1357193,73.6522086,2.923395664,,
37th week,Odisha,Balangir,Acute Diarrhoeal Disease,63,,7,9,2019,20.74978325,83.44097217,2.948205936,9,
37th week,Punjab,Hoshiarpur,Cholera,123,1,14,9,2019,31.60857425,75.84644247,0.180143167,,301.04
37th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,80,,14,9,2019,29.91235135,78.00871782,0.136973254,,299.875
37th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,95,,23,8,2019,28.68516625,94.23678241,0.632711412,37,288.032
37th week,Maharashtra,Aurangabad,Dengue,53,1,3,9,2019,19.877263,75.3390241,0.365101778,8,302.49
37th week,Maharashtra,Thane,Dengue,6,1,30,8,2019,19.1943294,72.9701779,0.284931258,14,300.9666666
37th week,Odisha,Rayagada,Acute Diarrhoeal Disease,28,2,2,9,2019,19.17209585,83.33503085,1.098967228,15,
37th week,Sikkim,South Sikkim,Dengue,92,,4,9,2019,27.333333,88.416667,1.009580672,24,286.285
37th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,25,1,25,8,2019,26.7438272,83.9162322,1.473709979,19,300.704
37th week,Uttarakhand,Nainital,Dengue,492,,1,8,2019,29.29478295,79.41548094,0.480669671,22,303.34
37th week,Karnataka,Belagavi,Dengue,14,1,11,9,2019,15.8572666,74.5069343,1.391484457,8,299.18
38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,23,,15,9,2019,22.0090841,82.578896,0.946140839,16,
38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,11,,16,9,2019,22.0090841,82.578896,0.885842782,16,300.82
38th week,Daman and Diu,Daman and Diu,Dengue,107,2,20,9,2019,20.42000485,72.8637629,,13,301.75
38th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,28,,15,9,2019,29.9693747,76.8482787,0.153763969,21,302.1333334
38th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,11,,14,9,2019,22.7859232,86.1716093,0.870789251,,301.66
38th week,Odisha,Balangir,Acute Diarrhoeal Disease,13,,19,9,2019,20.74978325,83.44097217,0.23119644,19,300.585
38th week,Tamil Nadu,Pudukottai,Dengue,20,,16,9,2019,10.3826515,78.8191259,0.888325855,9,311.5
38th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,32,4,2,9,2019,23.6263016,83.48245092,0.533333433,22,302.4666666
38th week,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,37,,1,9,2019,33,75.166667,0.287338127,22,296.66
38th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,13,2,7,9,2019,24.5,81,0.776236083,15,302.2266666
38th week,Maharashtra,Aurangabad,Dengue,67,3,12,9,2019,19.877263,75.3390241,0.51090917,5,
38th week,Maharashtra,Jalna,Dengue,9,1,6,9,2019,19.91883295,75.87085986,0.898683895,,
38th week,Maharashtra,Satara,Dengue,26,,27,8,2019,17.63612885,74.29827808,0.116684135,9,305.3333334
38th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,11,,11,9,2019,21.75,86.5,0.863562796,10,300.54
38th week,Tamil Nadu,Theni,Chikungunya,43,,7,9,2019,9.9696643,77.47420049,0.042847344,6,313.9
38th week,Telangana,Sangareddy,Dengue,60,,4,9,2019,17.86859205,77.82281995,0.909700264,9,305.46
38th week,Telangana,Sangareddy,Dengue,30,,10,9,2019,17.86859205,77.82281995,0.7769938,10,295.04
38th week,Uttar Pradesh,Sant Kabir Nagar,Acute Diarrhoeal Disease,18,,13,9,2019,26.7882737,82.9600798,0.677565183,,300.42
38th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,125,,13,9,2019,28.68516625,94.23678241,1.277127467,,279.26
39th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,38,,23,9,2019,16.2915189,80.4541588,1.075276598,9,303.1266666
39th week,Assam,Karimganj,Acute Encephalitis Syndrome,1,1,23,9,2019,24.8483482,92.33221292,0.338326451,22,303.7
39th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,6,,23,9,2019,22.0059254,81.2332055,0.665093699,13,300.512
39th week,Haryana,Ambala,Acute Diarrhoeal Disease,28,1,28,9,2019,30.3843674,76.770421,0.201165471,22,300.184
39th week,Jharkhand,Bokaro,Dengue,6,,20,9,2019,23.69912795,85.99106894,0.288427551,19,303.708
39th week,Jharkhand,West Singhbhum,Malaria,63,,23,9,2019,22.7859232,86.1716093,0.123548267,12,302.16
39th week,Karnataka,Yadgiri,Chikungunya,9,,22,9,2019,16.7469536,77.1327594,0.459437142,,300.7733334
39th week,Maharashtra,Ahmednagar,Dengue,20,,25,9,2019,19.1627725,74.8580243,0.885770414,15,302
39th week,Maharashtra,Kolhapur,Dengue,6,,25,9,2019,16.7028412,74.2405329,0.51168058,12,304.465
39th week,Maharashtra,Nandurbar,Dengue,26,2,21,9,2019,21.51450155,74.54070115,0.910503839,,302.65
39th week,Maharashtra,Wardha,Dengue And Chikungunya,12,1,21,9,2019,20.82562315,78.6131455,0.685034212,,300.1
39th week,Odisha,Bhadrak,Acute Diarrhoeal Disease,14,,29,9,2019,21.0633288,86.5053731,1.414496344,,300.62
39th week,Odisha,Khordha,Acute Diarrhoeal Disease,9,1,19,9,2019,20.22564715,85.56059465,0.43749856,16,301.1733334
39th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129,,28,9,2019,30.7041168,76.7176885,0.201165471,22,300.184
39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,48,,26,8,2019,24.91765715,76.69627663,0.517865217,14,300.3466666
39th week,Tamil Nadu,Tiruvannamalai,Dengue,22,,21,9,2019,12.22721295,79.07015555,0.495122649,,305.37
39th week,Assam,Karbi-Anglong (Diphu),Acute Diarrhoeal Disease,4,1,12,9,2019,25.90810415,93.38966491,0.858479132,36,299.12
39th week,Jammu and Kashmir,Samba(Jammu and Kashmir),Dengue,15,,3,9,2019,32.57591175,75.12034456,0.198962493,23,303.06
39th week,Maharashtra,Osmanabad,Chikungunya,46,,10,9,2019,18.16984395,76.11796321,0.856223264,8,
39th week,Maharashtra,Pune,Dengue,44,,1,9,2019,18.521428,73.8544541,0.405408928,9,301.895
39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,18,,19,8,2019,24.91765715,76.69627663,5.235716489,11,
40th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,18,1,26,9,2019,26.1486581,85.34001282,0.871817014,12,301.73
40th week,Himachal Pradesh,Kullu,Acute Diarrhoeal Disease,51,1,30,9,2019,32.00186325,77.3789964,0.317757053,,286.232
40th week,Jharkhand,West Singhbhum,Malaria,42,,4,10,2019,22.7859232,86.1716093,0.601726542,17,300.64
40th week,Karnataka,Ballari,Acute Diarrhoeal Disease,61,,2,10,2019,15.2485413,76.8323648,0.316980952,11,305.8666666
40th week,Karnataka,Tumkur,Chikungunya,31,,30,9,2019,13.3400771,77.1006208,0.459937972,,301.8
40th week,Maharashtra,Jalgaon,Dengue,42,1,27,9,2019,20.84288265,75.52612464,0.651715475,19,300.54
40th week,Maharashtra,Nandurbar,Dengue,26,,30,9,2019,21.51450155,74.54070115,0.865584746,,302.86
40th week,Maharashtra,Pune,Acute Diarrhoeal Disease,45,,29,9,2019,18.521428,73.8544541,1.012672241,,301.04
40th week,Manipur,Imphal East,Dengue,14,,1,10,2019,24.85154025,94.00947958,0.466472812,25,297.99
40th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,32,1,30,9,2019,19.75,83,0.86519101,,302.13
40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,113,,28,9,2019,19.4129711,85.04710406,,5,297.14
40th week,Puducherry,Pondicherry,Dengue,79,1,30,9,2019,11.9340568,79.8306447,0.421835343,,302.5466666
40th week,Telangana,Sangareddy,Dengue,52,,30,9,2019,17.86859205,77.82281995,0.431247326,,300.85
40th week,Uttar Pradesh,Farrukhabad,Dengue,29,,28,9,2019,27.43719385,79.48912947,0.397543636,6,286.88
40th week,Uttar Pradesh,Saharanpur,Dengue,21,,1,10,2019,29.9880774,77.50812995,0.544956528,19,300.49
40th week,Chhattisgarh,Sukma,Dengue,54,,16,9,2019,18.26654225,81.29252341,0.712956887,21,300.34
40th week,Jharkhand,Bokaro,Dengue,8,,4,9,2019,23.69912795,85.99106894,0.437617731,15,302.97
40th week,Karnataka,Bidar,Chikungunya,44,,15,9,2019,18.083333,77.333333,0.159948375,15,297.485
40th week,Meghalaya,RI-Bhoi (Nongpoh),Acute Diarrhoeal Disease,17,,17,9,2019,25.9181941,91.87606603,2.114954504,24,296.5866666
40th week,Maharashtra,Amravati,Dengue And Chikungunya,4,,25,9,2019,20.9521098,77.7333168,0.809709694,18,302
40th week,Maharashtra,Pune,Dengue,82,,3,8,2019,18.521428,73.8544541,2.497719256,1,
40th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,59,,20,9,2019,22.5760669,88.42006758,0.209448923,19,302.6666666
40th week,Haryana,Ambala,Cholera,53,1,28,9,2019,30.3843674,76.770421,0.201165471,22,300.184
40th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129,,3,10,2019,30.7041168,76.7176885,0.750637069,16,299.225
41st week,Andaman and Nicobar Islands,Andaman,Acute Diarrhoeal Disease,30,,9,10,2019,13.51111965,92.91738842,0.149857515,42,298.9066666
41st week,Bihar,Jehanabad,Acute Diarrhoeal Disease,9,,6,10,2019,25.15247135,85.00687849,0.382992211,13,300.2
41st week,Bihar,Saharsa,Acute Diarrhoeal Disease,8,,11,10,2019,25.83264165,86.61489283,0.27823869,23,299.744
41st week,Jharkhand,Khunti,Dengue,7,,12,10,2019,23.10018105,85.34545936,0.641142895,21,297.925
41st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,23,,13,10,2019,21.87705125,84.00905064,0.516072514,28,298.97
41st week,Puducherry,Karaikal,Dengue,78,,7,10,2019,10.91571,79.8375761,0.073648096,,304.364
41st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,23,,13,10,2019,23.2495714,87.8681751,0.717028401,27,300.115
41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,6,1,4,10,2019,26.1486581,85.34001282,3.29065111,12,299.68
41st week,Jammu and Kashmir,Jammu and Kashmir,Dengue,435,,2,8,2019,32.7185614,74.8580917,1.982460361,18,296.09
41st week,Jharkhand,Giridih,Acute Diarrhoeal Disease,15,,22,8,2019,24.1608897,86.25113503,0.863561278,11,
41st week,Karnataka,Belagavi,Dengue,3,1,17,9,2019,15.8572666,74.5069343,0.274263946,11,297.32
41st week,Maharashtra,Bhandara,Acute Encephalitis Syndrome,4,1,3,7,2019,21.12304765,79.79390882,1.071367366,,313.42
41st week,Maharashtra,Pune,Dengue,2,,8,8,2019,18.521428,73.8544541,4.012694379,5,
41st week,Maharashtra,Sangli,Dengue,33,2,13,9,2019,17.1726928,74.58676543,0.388918093,,300.15
42nd week,Bihar,Bhagalpur,Acute Diarrhoeal Disease,13,3,13,10,2019,25.2871758,87.13033088,0.40245357,20,301.2533334
42nd week,Bihar,Jehanabad,Dengue,5,,10,10,2019,25.15247135,85.00687849,0.321740816,17,300.17
42nd week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,3,1,11,10,2019,23.6263016,83.48245092,0.190623215,29,299.85
42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,13,,10,10,2019,22.5,83.5,0.480760671,25,298.735
42nd week,Gujarat,Mahesana,Acute Diarrhoeal Disease,250,,15,10,2019,23.6015557,72.3867981,0.010587825,,307.8266666
42nd week,Gujarat,Surat,Acute Diarrhoeal Disease,88,,17,10,2019,21.19177615,72.95441578,0.013294988,13,305.7266666
42nd week,Haryana,Ambala,Dengue,60,2,18,10,2019,30.3843674,76.770421,0.00961377,12,301.8533334
42nd week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,35,,18,10,2019,22.7464225,85.91689291,0.081496212,22,301.2066666
42nd week,Kerala,Ernakulam,Dengue,18,,14,10,2019,9.98408,76.2741457,0.699413012,31,302.855
42nd week,Kerala,Ernakulam,Dengue,18,,14,10,2019,9.98408,76.2741457,0.699413012,31,302.855
42nd week,Karnataka,Chikkaballapur,Chikungunya,11,,12,10,2019,13.6102243,77.5127721,0.647332449,15,301.07
42nd week,Karnataka,Kalaburagi,Chikungunya,60,,16,10,2019,17.166667,77.083333,0.345280716,,303.69
42nd week,Karnataka,Yadgiri,Chikungunya,48,,16,10,2019,16.7469536,77.1327594,0.377739116,,302.385
42nd week,Maharashtra,Ahmednagar,Dengue,27,1,12,10,2019,19.1627725,74.8580243,0.513945724,16,304.1533334
42nd week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,22,,18,10,2019,24.6185442,77.8788306,0.00010524,9,305.8233334
42nd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12,2,11,10,2019,26.166667,77.5,0.010610608,14,303.7
42nd week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,14,,14,10,2019,30.7041168,76.7176885,0.014800534,16,302.2333334
42nd week,Tamil Nadu,Perambalur,Dengue,22,,16,10,2019,11.2287716,78.81825555,0.193017945,,307.28
42nd week,Tamil Nadu,Madurai,Chikungunya,80,,17,10,2019,9.9261153,78.1140983,0.351151351,5,300.66
42nd week,Uttar Pradesh,Lalitpur,Acute Diarrhoeal Disease,26,,13,10,2019,24.70038485,78.51866759,0.019910093,14,303.3
42nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,30,,14,10,2019,23.3291882,86.3672378,0.454424442,20,301
42nd week,Bihar,Araria,Acute Diarrhoeal Disease,36,3,5,10,2019,26.26498795,87.37162648,2.071982844,18,298.65
42nd week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,10,1,9,10,2019,26.1486581,85.34001282,0.301263124,17,298.35
42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,50,,3,10,2019,22.5,83.5,1.919368747,20,298.56
42nd week,Gujarat,Panchmahal,Cholera,1,1,9,10,2019,22.7748893,73.620404,0.062116348,22,302.564
42nd week,Karnataka,Chikkaballapur,Chikungunya,19,,8,10,2019,13.6102243,77.5127721,0.852792151,,301.604
42nd week,Karnataka,Chikkaballapur,Chikungunya,26,,8,10,2019,13.6102243,77.5127721,0.852792151,,301.604
42nd week,Karnataka,Chikkaballapur,Dengue,24,,9,10,2019,13.6102243,77.5127721,0.872794249,15,301.704
42nd week,Karnataka,Tumkur,Chikungunya,22,,26,9,2019,13.3400771,77.1006208,0.562630366,13,300.0666666
42nd week,Karnataka,Tumkur,Chikungunya,20,,9,10,2019,13.3400771,77.1006208,0.956109935,13,301.572
42nd week,Maharashtra,Latur,Dengue,28,,15,7,2019,18.35159075,76.75542361,0.509884291,4,309.4
42nd week,Maharashtra,Latur,Dengue,9,,3,9,2019,18.35159075,76.75542361,0.618708716,9,303.2466666
42nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,32,,23,9,2019,18.4928092,73.13807095,1.857138872,19,298.57
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,13,,16,9,2019,25.1265777,83.24965577,0.675875725,20,301.38
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,15,,30,8,2019,25.1265777,83.24965577,0.540217753,16,300.524
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,27,,14,9,2019,25.1265777,83.24965577,0.880292914,,300.44
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,5,1,29,8,2019,25.1265777,83.24965577,0.625471213,,300.06
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,36,1,19,9,2019,25.1265777,83.24965577,0.56534632,20,301.51
42nd week,Uttar Pradesh,Muzaffarnagar,Dengue,8,,23,9,2019,29.44800635,77.74068503,0.527089512,20,301.356
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,26,,30,9,2019,15.8309251,78.0425373,0.263781664,,301.3733334
43rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,19,2,20,10,2019,21.6542,82.1739,0.291557752,20,301.24
43rd week,Jharkhand,Godda,Dengue,25,,19,10,2019,24.74334305,87.29285062,0.017034089,14,303.48
